ID,year,author,bad_num,bad_diacritic,bad_sentence_raw,bad_sentence,bad_gloss,bad_translation,good_num,good_diacritic,good_sentence_raw,good_sentence,good_gloss,good_translation,type,phenomenon,phenomenon-2,paradigm
151,2010,asano & ura,6eii,*,山田が座布団の運び込む部屋,山田が座布団の運び込む部屋はここだ。,Yamada-Nom cushion -Gen carry-in-Pres room,‘the room into which Yamada will (should) carry cushions’,6ei,g,山田が座布団を運び込む部屋,山田が座布団を運び込む部屋はここだ。,Yamada-Nom cushion -Acc carry-in-Pres room,‘the room into which Yamada will (should) carry cushions’,acceptability,argument structure,,case
152,2010,asano & ura,6fii,*,新入社員が羽目の外す機会,新入社員が羽目の外す機会は少ない。,new.employee-Nom building-siding -Gen unﬁx-Pres opportunity,new.employee-Nom building-siding -Acc/-Gen unﬁx-Pres opportunity,6fi,g,新入社員が羽目を外す機会,新入社員が羽目を外す機会は少ない。,new.employee-Nom building-siding -Acc unﬁx-Pres opportunity,new.employee-Nom building-siding -Acc/-Gen unﬁx-Pres opportunity,acceptability,argument structure,,case
153,2010,asano & ura,6gii,*,鳥が卵の温める場所,鳥が卵の温める場所はここだ。,birds-Nom eggs-Gen warm-Pres place,‘the place where birds sit on eggs’,6gi,g,鳥が卵を温める場所,鳥が卵を温める場所はここだ。,birds-Nom eggs-Acc warm-Pres place,‘the place where birds sit on eggs’,acceptability,argument structure,,case
154,2010,asano & ura,7aii,*,燃えるゴミの捨てた場所,燃えるゴミの捨てた場所はここだ。,burn-Pres garbage-Gen dump-Pst place,‘The place where someone threw out ﬂammable garbage’,7ai,g,燃えるゴミを捨てた場所,燃えるゴミを捨てた場所はここだ。,burn-Pres garbage-Acc dump-Pst place,‘The place where someone threw out ﬂammable garbage’,acceptability,argument structure,,case
155,2010,asano & ura,7bii,*,悪事から足の洗った日,悪事から足の洗った日は覚えている。,villainies-from foot-Gen wash-Pst day,‘The day when someone got out of villainies’,7bi,g,悪事から足を洗った日,悪事から足を洗った日は覚えている。,villainies-from foot-Acc wash-Pst day,‘The day when someone got out of villainies’,acceptability,argument structure,,case
156,2010,asano & ura,7cii,*,力の入れた科目,力の入れた科目は数学だ。,force -Gen put-Pst subject,‘the subjects you studied hard’,7ci,g,力を入れた科目,力を入れた科目は数学だ。,force -Acc put-Pst subject,‘the subjects you studied hard’,acceptability,argument structure,,case
157,2010,asano & ura,7dii,*,座布団の運び込んだ部屋,座布団の運び込んだ部屋はここだ。,cushion -Gen carry-in-Pst room,‘the room into which (I/he/she) carried cushions’,7di,g,座布団を運び込んだ部屋,座布団を運び込んだ部屋はここだ。,cushion -Acc carry-in-Pst room,‘the room into which (I/he/she) carried cushions’,acceptability,argument structure,,case
158,2010,asano & ura,8aii,*,この場所には燃えるゴミの捨てる。,この場所には燃えるゴミの捨てる。,this place-Loc-Top burn-Pres garbage-Gen dump-Pres,‘One dumps ﬂammable garbage at this place.’,8ai,g,この場所には燃えるゴミを捨てる。,この場所には燃えるゴミを捨てる。,this place-Loc-Top burn-Pres garbage-Acc dump-Pres,‘One dumps ﬂammable garbage at this place.’,acceptability,argument structure,,case
159,2010,asano & ura,8bii,*,家族を持つと普通悪事から足の洗う。,家族を持つと普通悪事から足の洗う。,family-Acc have-if usually villainies-from foot -Gen wash-Pres,‘It is natural for someone to get out of villainies when he/she has a family.’,8bi,g,家族を持つと普通悪事から足を洗う。,家族を持つと普通悪事から足を洗う。,family-Acc have-if usually villainies-from foot -Acc wash-Pres,‘It is natural for someone to get out of villainies when he/she has a family.’,acceptability,argument structure,,case
160,2010,asano & ura,8cii,*,宴会では羽目の外す。,宴会では羽目の外す。,party-Loc-Top building-siding-Gen unﬁx-Pres,‘I/he/she cut(s) loose at a party.’,8ci,g,宴会では羽目を外す。,宴会では羽目を外す。,party-Loc-Top building-siding-Acc unﬁx-Pres,‘I/he/she cut(s) loose at a party.’,acceptability,argument structure,,case
161,2010,asano & ura,8dii,*,燃えるゴミの捨てるよう命令した。,燃えるゴミの捨てるよう命令した。,burn-Pres garbage-Gen dump-Pres-as order-Pst,‘(I/you/he/she) ordered someone to throw out ﬂammable garbage.’,8di,g,燃えるゴミを捨てるよう命令した。,燃えるゴミを捨てるよう命令した。,burn-Pres garbage-Acc dump-Pres-as order-Pst,‘(I/you/he/she) ordered someone to throw out ﬂammable garbage.’,acceptability,argument structure,,case
162,2010,asano & ura,8eii,*,彼は悪事から足の洗うと思われていた。,彼は悪事から足の洗うと思われていた。,he-Top villainies-from foot-Gen wash-Pres Comp consider-Pass-Prog-Pst,‘He was considered to be getting out of villainies.’,8ei,g,彼は悪事から足を洗うと思われていた。,彼は悪事から足を洗うと思われていた。,he-Top villainies-from foot-Acc wash-Pres Comp consider-Pass-Prog-Pst,‘He was considered to be getting out of villainies.’,acceptability,argument structure,,case
163,2010,asano & ura,9aii,*,座布団の運び込むかどうかわからない部屋があった。,座布団の運び込むかどうかわからない部屋があった。,cushion-Gen carry-in-Pres whether.or.not know-Neg room-Nom be-Pst,Lit.‘There is a room where it is unknown whether to carry cushion in or not.’,9ai,g,座布団を運び込むかどうかわからない部屋があった。,座布団を運び込むかどうかわからない部屋があった。,cushion-Acc carry-in-Pres whether.or.not know-Neg room-Nom be-Pst,Lit.‘There is a room where it is unknown whether to carry cushion in or not.’,acceptability,argument structure,,case
164,2010,asano & ura,9bii,*,ゴミの捨てると思われていた日,ゴミの捨てると思われていた日は覚えている。,garbage-Gen dump-Pres-Comp consider-Pass-Prog-Pst day,Lit. ‘the day when people are considered to have thrown out garbage’,9bi,g,ゴミを捨てると思われていた日,ゴミを捨てると思われていた日は覚えている。,garbage-Acc dump-Pres-Comp consider-Pass-Prog-Pst day,Lit. ‘the day when people are considered to have thrown out garbage’,acceptability,argument structure,,case
165,2010,asano & ura,12aii,*,悪事から足の洗うまで信じてあげない。,悪事から足の洗うまで信じてあげない。,villainies-from foot-Gen wash-Pres until believe give-Neg-Pres,‘I won’t believe you/him/her until you/he/she get out of villainies.’,12ai,g,悪事から足を洗うまで信じてあげない。,悪事から足を洗うまで信じてあげない。,villainies-from foot-Acc wash-Pres until believe give-Neg-Pres,‘I won’t believe you/him/her until you/he/she get out of villainies.’,acceptability,argument structure,,case
166,2010,asano & ura,12bii,*,燃えるゴミの捨てるより燃えないゴミを捨てる方が難しい。,燃えるゴミの捨てるより燃えないゴミを捨てる方が難しい。,burn-Pres garbage-Gen dump-Pres than burn-Neg-Pres garbage-Acc dump-Pres one-NOM difﬁcult-Pres,‘It is more difﬁcult to dump nonﬂammable garbage than throwing out ﬂammable garbage.’,12bi,g,燃えるゴミを捨てるより燃えないゴミを捨てる方が難しい。,燃えるゴミを捨てるより燃えないゴミを捨てる方が難しい。,burn-Pres garbage-Acc dump-Pres than burn-Neg-Pres garbage-Acc dump-Pres one-NOM difﬁcult-Pres,‘It is more difﬁcult to dump nonﬂammable garbage than throwing out ﬂammable garbage.’,acceptability,argument structure,,case
167,2010,asano & ura,12cii,*,座布団の運び込むにつれて部屋がいっぱいになってきた。,座布団の運び込むにつれて部屋がいっぱいになってきた。,cushion-Gen carry-in-Pres Prt as room-Nom filled become come-Pst,‘A room has been getting filled as (someone) carries more cushions in the room. ’,12ci,g,座布団を運び込むにつれて部屋がいっぱいになってきた。,座布団を運び込むにつれて部屋がいっぱいになってきた。,cushion-Acc carry-in-Pres Prt as room-Nom filled become come-Pst,‘A room has been getting filled as (someone) carries more cushions in the room. ’,acceptability,argument structure,,case
168,2010,asano & ura,14ii,*,太郎が音楽の好む季節,太郎が音楽の好む季節は夏だ。,Taro-Nom music-Gen like-Pres season,‘The season in which Taro likes music’,14i,g,太郎が音楽を好む季節,太郎が音楽を好む季節は夏だ。,Taro-Nom music-Acc like-Pres season,‘The season in which Taro likes music’,acceptability,argument structure,,case
169,2010,asano & ura,23bii,*,太郎がゴミの捨てると約束した日,太郎がゴミの捨てると約束した日は明日だ。,Taro-Nom garbage-Gen dump-Pres-Comp promise-Pst day,‘the day when Taro promised to throw out garbage’,23bi,g,太郎がゴミを捨てると約束した日,太郎がゴミを捨てると約束した日は明日だ。,Taro-Nom garbage-Acc dump-Pres-Comp promise-Pst day,‘the day when Taro promised to throw out garbage’,acceptability,argument structure,,case
170,2010,asano & ura,25bii,*,太郎の琵琶湖を泳いだ日,太郎の琵琶湖を泳いだ日は土曜日だった。,Taro-Gen Biwa-lake-Acc swim-Pst day,‘the day when Taro had a swim in Lake Biwa’,25bi,g,太郎が琵琶湖を泳いだ日,太郎が琵琶湖を泳いだ日は土曜日だった。,Taro-Nom Biwa-lake-Acc swim-Pst day,‘the day when Taro had a swim in Lake Biwa’,acceptability,argument structure,,case
171,2010,asano & ura,26bii,*,彼の問題を解決した日,彼の問題を解決した日は土曜日だった。,they-Gen problem-Acc solve-Pst day,‘the day when they solved the problem’,26bi,g,彼が問題を解決した日,彼が問題を解決した日は土曜日だった。,they-Nom problem-Acc solve-Pst day,‘the day when they solved the problem’,acceptability,argument structure,,case
172,2010,asano & ura,27aii,*,ジョンの試験を受けた日に雨が降った。,ジョンの試験を受けた日に雨が降った。,John-Gen exam-Acc take-Pst day-on rain-Nom fall-Pst,‘It rained on the day when John took the exam.’,27ai,g,ジョンが試験を受けた日に雨が降った。,ジョンが試験を受けた日に雨が降った。,John-Nom exam-Acc take-Pst day-on rain-Nom fall-Pst,‘It rained on the day when John took the exam.’,acceptability,argument structure,,case
173,2010,asano & ura,27bii,*,従業員の座布団を運び込んだ部屋,従業員の座布団を運び込んだ部屋はここだ。,employee-Gen cushion-Acc carry-in-Pst room,‘the room into which the employees carred cushions’,27bi,g,従業員が座布団を運び込んだ部屋,従業員が座布団を運び込んだ部屋はここだ。,employee-Nom cushion-Acc carry-in-Pst room,‘the room into which the employees carred cushions’,acceptability,argument structure,,case
174,2010,watanabe,12,*,五人のの面倒を見なければならない。,五人のの面倒を見なければならない。,,,11,g,五人の学生の面倒を見なければならない。,五人の学生の面倒を見なければならない。,five-CL-no student-no care-ACC see-must,‘I have to take care of five students.’,acceptability,ellipsis,,nominal ellipsis
175,2010,watanabe,18ii,*,太郎が主人公であるの物語,これは太郎が主人公であるの物語だ。,Taroo-nom protagonist is-no story,‘a story in which Taroo is the protagonist’,18i,g,太郎が主人公である物語,これは太郎が主人公である物語だ。,Taroo-nom protagonist is story,‘a story in which Taroo is the protagonist’,acceptability,nominal structure,,modifier
176,2010,watanabe,22bi,*,その二人学生,太郎はその二人学生に会った。,that two-CL student,‘those two students’,22bii,g,その二人の学生,太郎はその二人の学生に会った。,that two-CL-no student,‘those two students’,acceptability,nominal structure,,modifier
177,2010,watanabe,25b,*,30周のグラウンドの特訓,30周のグラウンドの特訓は過酷だ。,thirty-CL-no ﬁeld no special.training,,25a,g,グランド30周の特訓,グランド30周の特訓は過酷だ。,ﬁeld thirty-CL no special.training,,acceptability,quantifiers,,classifier
178,2010,watanabe,28,*,太郎はグランドをした。,太郎はグランドをした。,Taroo-TOP field-ACC did,,27,g,太郎はグランドを30周した。,太郎はグランドを30周した。,Taroo-TOP field-ACC thirty-round did,‘Taroo went around the field thirty times.’,acceptability,quantifiers,,classifier
179,2010,grosu,10a,*,メアリーがジョンが新しい仮説を提案した学生を褒めていたのの欠陥を指摘した。,メアリーがジョンが新しい仮説を提案した学生を褒めていたのの欠陥を指摘した。,Mary-Nom John-Nom new hypothesis-Acc proposed student-Acc praise-had- no-Gen defect-Acc pointed-out,‘[John praised [the student who proposed a new hypothesis]] and Mary pointed out a defect in it.’,29a,g,メアリーがジョンが自分の学生が重要な仮説を提案したと自慢していたのの欠陥を指摘した。,メアリーがジョンが学生が新しい仮説を提案したと褒めていたのの欠陥を指摘した。,Mary-Nom John-Nom self-Gen student-Nom important hypothesis-Acc propose-do-Past Czer boasted-had- no-Gen defect-Acc point.out-do-Past,[John had boasted [that his student proposed an important hypothesis]] and Mary pointed out a defect in it.’,acceptability,island effects,,complex NP island
180,2010,grosu,11a,*?,メアリーがジョンが自分の学生が新しい仮説を提案したと知っていたのの欠陥を指摘した。,メアリーがジョンが自分の学生が新しい仮説を提案したと知っていたのの欠陥を指摘した。,Mary-Nom John-Nom self-Gen student-Nom new hypothesis-Acc proposed Czer know-had-no-Gen defect-Acc pointed-out,‘[John had known [that his student proposed a new hypothesis]] and Mary pointed out a defect in it.’,,,,メアリーがジョンが自分の学生が新しい仮説を提案したと言っていたのの欠陥を指摘した。,Mary-Nom John-Nom self-Gen student-Nom new hypothesis-Acc proposed Czer think-had-no-Gen defect-Acc pointed-out,‘[John had thought [that his student proposed a new hypothesis]] and Mary pointed out a defect in it.’,acceptability,island effects,,factive island
181,2010,takahashi,1cii,*,太郎が右目が瞑る。,太郎が右目が瞑る。,Taro-Nom right.eye-Nom close-pres,‘Taro closes his right eye.’,1ci,g,太郎が右目を瞑る。,太郎が右目を瞑る。,Taro-Nom right.eye-Acc close-pres,‘Taro closes his right eye.’,acceptability,argument structure,,case
182,2010,takahashi,14b,*,家が大工に建てさせられた。,家が大工に建てさせられた。,house-Nom carpenter-Dat build-cause-pass-past,‘Lit: A house was made carpenters to build.’,14a,g,大工が家を建てさせられた。,大工が家を建てさせられた。,carpenter-Nom house-Acc build-cause-pass-past,‘Carpenters were made to build a house.’,acceptability,argument structure,,passive
183,2010,takahashi,15aii,*,花子が太郎に右目が瞑らせた。,花子が太郎に右目が瞑らせた。,Hanako-Nom Taro-Dat right.eye-Nom close-cause-Past,‘Hanako made Taro close his right eye.’,15ai,g,花子が太郎に右目を瞑らせた。,花子が太郎に右目を瞑らせた。,Hanako-Nom Taro-Dat right.eye-Acc close-cause-Past,‘Hanako made Taro close his right eye.’,acceptability,argument structure,,case
184,2010,takahashi,45ii,*,メアリーがジョンに英語が分からせる。,メアリーがジョンに英語が分からせる。,Mary-Nom John-Dat English-Nom know-cause-Pres,‘Mary makes John understand English.’,45i,g,メアリーがジョンに英語を分からせる。,メアリーがジョンに英語を分からせる。,Mary-Nom John-Dat English-Acc know-cause-Pres,‘Mary makes John understand English.’,acceptability,argument structure,,case
185,2010,takahashi,54d,*,太郎はメアリーをワインを飲ませやすい。,太郎はメアリーをワインを飲ませやすい。,Taro-Top Mary-Acc wine-Acc drink-cause-easy-Pres,‘It is easy for Taro to make Mary drink wine.’,54a,g,太郎はメアリーにワインを飲ませやすい。,太郎はメアリーにワインを飲ませやすい。,Taro-Top Mary-Dat wine-Acc drink-cause-easy-Pres,‘It is easy for Taro to make Mary drink wine.’,acceptability,argument structure,,case
186,2010,takahashi,54d,*,太郎はメアリーをワインを飲ませやすい。,太郎はメアリーをワインを飲ませやすい。,,,54b,g,太郎はメアリーがワインを飲ませやすい。,太郎はメアリーがワインを飲ませやすい。,Taro-Top Mary-Nom wine-Acc drink-cause-easy-Pres,‘It is easy for Taro to make Mary drink wine.’,acceptability,argument structure,,case
187,2010,takahashi,54e,*,太郎はメアリーをワインが飲ませやすい。,太郎はメアリーをワインが飲ませやすい。,,,54b,g,太郎はメアリーがワインを飲ませやすい。,太郎はメアリーがワインを飲ませやすい。,Taro-Top Mary-Nom wine-Acc drink-cause-easy-Pres,‘It is easy for Taro to make Mary drink wine.’,acceptability,argument structure,,case
188,2010,takahashi,54e,*,太郎はメアリーをワインが飲ませやすい。,太郎はメアリーをワインが飲ませやすい。,,,54c,g,太郎はメアリーがワインが飲ませやすい。,太郎はメアリーがワインが飲ませやすい。,Taro-Top Mary-Nom wine-Nom drink-cause-easy-Pres,‘It is easy for Taro to make Mary drink wine.’,acceptability,argument structure,,case
189,2011,tsujioka,8a,*,太郎が東京に花子に荷物を送った。,太郎が東京に花子に荷物を送った。,Taro-Nom Tokyo-to Hanako-Dat package-Acc sent,‘Taro sent Hanako a package to Tokyo.’,7,g,太郎が花子に東京に荷物を送った。,太郎が花子に東京に荷物を送った。,Taro-Nom Hanako-Dat Tokyo-to package-Acc sent,‘Taro sent Hanako a package to Tokyo.’,acceptability,argument structure,,scrambling
190,2011,tsujioka,8c,*/?,太郎が荷物を花子に東京に送った。,太郎が荷物を花子に東京に送った。,Taro-Nom package-Acc Hanako-Dat Tokyo-to sent,‘Taro sent Hanako a package to Tokyo.’,8b,g,太郎が花子に荷物を東京に送った。,太郎が花子に荷物を東京に送った。,Taro-Nom Hanako-Dat package-Acc Tokyo-to sent,‘Taro sent Hanako a package to Tokyo.’,acceptability,argument structure,,scrambling
191,2011,tsujioka,10b,???,太郎がCDを友達に2人送った。,太郎がCDを友達に2人送った。,Taro-Nom CD-Acc friend-Dat 2-CL sent,,10a,g,太郎が友達に2人CDを送った。,太郎が友達に2人CDを送った。,Taro-Nom friend-Dat 2-CL CD-Acc sent,‘Taro sent two friends a package.’,acceptability,quantifiers,,floating quantifiers
192,2011,tsujioka,19dii,*,失敗の棚への上げやすさ。,失敗の棚への上げやすさが指摘された。,mistake-Gen shelf-to-Gen raise-easy-NL,‘the easiness to shut his eyes to his own mistakes’,19di,g,失敗の棚に上げやすさ。,失敗の棚に上げやすさが指摘された。,mistake-Gen shelf-Dat raise-easy-NL,‘the easiness to shut his eyes to his own mistakes’,interpretation,argument structure,,case
193,2011,tsujioka,24aii,*,手へする。,栄光を手へする。,,‘obtain’,24ai,g,手にする。,栄光を手にする。,hand-Dat do,‘obtain’,interpretation,argument structure,,case
194,2011,tsujioka,24aiv,*,目へする。,衝撃的な光景を目へする。,,‘witness’,24aiii,g,目にする。,衝撃的な光景を目にする。,eye-Dat do,‘witness’,interpretation,argument structure,,case
195,2011,tsujioka,24avi,*,根へ持つ。,友達の悪口を根へ持つ。,,‘carry a grudge’,24av,g,根に持つ。,友達の悪口を根に持つ。,root-Dat have,‘carry a grudge’,interpretation,argument structure,,case
196,2011,tsujioka,24aviii,*,煙へ巻く。,報道陣を煙へ巻く。,,‘mystify’,24avii,g,煙に巻く。,報道陣を煙に巻く。,smoke-Dat wind,‘mystify’,interpretation,argument structure,,case
197,2011,tsujioka,24ax,*,棒へ振る。,人生を棒へ振る。,,‘waste’,24aix,g,棒に振る。,人生を棒に振る。,bar-Dat swing,‘waste’,interpretation,argument structure,,case
198,2011,tsujioka,24axii,*,手へ余す。,子供を手へ余す。,,‘trouble one’s hand’,24axi,g,手に余す。,子供を手に余す。,hand-Dat exceed,‘trouble one’s hand’,interpretation,argument structure,,case
199,2011,tsujioka,24axiv,*,目へ留める。,不審な人物に目へ留める。,,‘notice’,24axiii,g,目に留める。,不審な人物に目に留める。,eye-Dat fix,‘notice’,interpretation,argument structure,,case
200,2011,tsujioka,24axvi,*,網へかける。,警察が組織を網へかける。,,‘catch’,24axv,g,網にかける。,警察が組織を網にかける。,net-Dat hang,‘catch’,interpretation,argument structure,,case
201,2011,tsujioka,24axviii,*,手へかける。,仇を手へかける。,,‘kill’,24axvii,g,手にかける。,仇を手にかける。,hand-Dat hang,‘kill’,interpretation,argument structure,,case
202,2011,tsujioka,24axx,*,身へ着ける。,ブランド品を身へ着ける。,,‘wear’,24axix,g,身に着ける。,ブランド品を身に着ける。,body-Dat attach,‘wear’,interpretation,argument structure,,case
203,2011,tsujioka,24axxiv,*,手へ入れる。,高い地位を手へ入れる。,,‘obtain’,24axxiii,g,手に入れる。,高い地位を手に入れる。,hand-Dat put.in,‘obtain’,interpretation,argument structure,,case
204,2011,tsujioka,32ai,*,太郎と仕事,これは太郎と仕事だ。,Taro-with work,‘work with Taro’,32aii,g,太郎との仕事,これは太郎との仕事だ。,Taro-with-Gen work,‘work with Taro’,acceptability,nominal structure,,modifier
205,2011,tsujioka,32bi,*,銀行からお金,これは銀行からお金だ。,bank-from money,‘money from the bank’,32bii,g,銀行からのお金,これは銀行からのお金だ。,bank-from-Gen money,‘money from the bank’,acceptability,nominal structure,,modifier
206,2011,tsujioka,36ai,*,トイレに学校での行きにくさ。,トイレに学校での行きにくさが指摘された。,toilet-to school-at-Gen go-difficult-NL,,35b,g,トイレへの学校での行きにくさ。,トイレへの学校での行きにくさが指摘された。,toilet-to-Gen school-at-Gen go-difficult-NL,‘the difﬁculty of going to the bathroom (at school)’,acceptability,argument structure,,case
207,2011,tsujioka,36aii,*,トイレへ学校での行きにくさ。,トイレへ学校での行きにくさが指摘された。,toilet-to school-at-Gen go-difficult-NL,,35b,g,トイレへの学校での行きにくさ。,トイレへの学校での行きにくさが指摘された。,toilet-to-Gen school-at-Gen go-difficult-NL,‘the difﬁculty of going to the bathroom (at school)’,acceptability,argument structure,,case
208,2011,tsujioka,36b,*,トイレへの学校で行きにくさ。,トイレへの学校で行きにくさが指摘された。,toilet-to-Gen school-at go-difficult-NL,,35b,g,トイレへの学校での行きにくさ。,トイレへの学校での行きにくさが指摘された。,toilet-to-Gen school-at-Gen go-difficult-NL,‘the difﬁculty of going to the bathroom (at school)’,acceptability,argument structure,,case
209,2011,tsujioka,37,*,学校でトイレへの行きにくさ。,学校でトイレへの行きにくさが指摘された。,school-at toilet-to-Gen go-difficult-NL,,35a,g,学校でのトイレへの行きにくさ,学校でのトイレへの行きにくさが指摘された。,school-at-Gen go-difficult-NL,‘the difﬁculty of going to the bathroom (at school)’,acceptability,argument structure,,case
210,2011,tsujioka,40aiii,*,学校でのゆっくりとトイレへの行きにくさ。,学校でのゆっくりとトイレへの行きにくさが指摘された。,school-at-Gen unhurriedly toilet-to-Gen go-difficult-NL,‘the difficulty of going to the bathroom unhurriedly’,40ai,g,学校でのゆっくりとトイレに行きにくさ。,学校でのゆっくりとトイレに行きにくさが指摘された。,school-at-Gen unhurriedly toilet-to go-difficult-NL,‘the difficulty of going to the bathroom unhurriedly’,acceptability,argument structure,,case
211,2011,tsujioka,40aiii,*,学校でのゆっくりとトイレへの行きにくさ。,学校でのゆっくりとトイレへの行きにくさが指摘された。,,,40aii,g,学校でのゆっくりとトイレへ行きにくさ。,学校でのゆっくりとトイレへ行きにくさが指摘された。,school-at-Gen unhurriedly toilet-to go-difficult-NL,‘the difficulty of going to the bathroom unhurriedly’,acceptability,argument structure,,case
212,2011,tsujioka,41b,?*,仕事の太郎とやりにくさ。,仕事の太郎とやりにくさが指摘された。,work-Gen Taro-with do-difficult-NL,,38a,g,太郎と仕事のやりにくさ。,太郎と仕事のやりにくさが指摘された。,Tarowith work-Gen do-difficult-NL,‘the difficulty of working with Taro’,acceptability,argument structure,,case
213,2011,tsujioka,46aiii,??,思ったことの口への出しにくさ。,思ったことの口への出しにくさが指摘された。,,,46aii,g,思ったことの口へ出しにくさ。,思ったことの口へ出しにくさが指摘された。,thought thing-Gen mouth-to let out-difficult-NL,‘the difficulty to say what’s on his mind’,interpretation,argument structure,,case
214,2011,tsujioka,46biii,*?,失敗の棚への上げやすさ。,失敗の棚への上げやすさが指摘された。,,,46bii,g,失敗の棚へ上げやすさ。,失敗の棚へ上げやすさが指摘された。,mistake-Gen shelf-to raise-easy-NL,‘the easiness to shut his eyes to his own mistakes’,interpretation,argument structure,,case
215,2011,tsujioka,51a,?*,副作用を出し方には個人差があります。,副作用を出し方には個人差があります。,side effect-Acc let.out-how to-Top individual variation-Nomis,(intended) ‘There are individual variations for how to exhibit side effects.’,,,,副作用の出し方には個人差があります。,side effect-Gen let.out-how to-Top individual variation-Nomis,‘There are individual variations for how to exhibit side effects.’,acceptability,argument structure,,case
216,2011,tsujioka,51b,?*,組み合わせによって、影響を受け方が変わって…,組み合わせによって、影響を受け方が変わってきます。,combination-depending influence-Acc receive-how to-Nom change,"(intended)‘Depending on the combination, how to be influenced changes ...’",,,,組み合わせによって、影響の受け方が変わってきます。,combination-depending influence-Gen receive-how to-Nom change,"‘Depending on the combination, how to be influenced changes.'",acceptability,argument structure,,case
217,2011,tsujioka,51c,?*,これはものによって、熱を伝えやすさが違うためです。,これはものによって、熱を伝えやすさが違うためです。,this-Top thing-depending heat-Accconvey-how to-Nom vary reason is,(intended) ‘This is because how to conduct heat varies for each matter.’,,,,これはものによって、熱の伝えやすさが違うためです。,this-Top thing-depending heat-Gen convey-how to-Nom vary reason is,‘This is because how to conduct heat varies for each matter.’,acceptability,argument structure,,case
218,2011,abe,3,?*,初めて会った人が誰をけなしたのですか？,初めて会った人が誰をけなしたのですか？,for-the-ﬁrst-time saw person-Nom who-Acc criticized NL be Q,‘lit. A person who saw e for the ﬁrst time criticized who?’,1,g,初めて会った人がけなしたのは誰をですか？,初めて会った人がけなしたのは誰をですか？,for-the-ﬁrst-time saw person-Nom criticized NL-Top who-Acc be Q,‘Who was it that a person who saw e for the ﬁrst time criticized t?’,acceptability,ellipsis,,parasitic-gap
219,2011,abe,4,?*,読んだ学生がどの論文にうんざりしたのですか？,読んだ学生がどの論文にうんざりしたのですか？,read student-Nom which paper-Dat got-bored NL be Q,‘lit. A student who read e got bored with which paper?’,2,g,読んだ学生がうんざりしたのはどの論文にですか？,読んだ学生がうんざりしたのはどの論文にですか？,read student-Nom got-bored NL-Top which paper -Dat be Q,‘Which paper was it that a student who read e got bored with t?’,acceptability,ellipsis,,parasitic-gap
220,2011,abe,5,?*,初めてそいつに会った人がけなしたのは誰をですか？,初めてそいつに会った人がけなしたのは誰をですか？,for-the-ﬁrst-time -Dat saw person-Nom criticized NL-Top who-Acc be Q,‘Who was it that a person who saw that guy for the ﬁrst time criticized t?’,1,g,初めて会った人がけなしたのは誰をですか？,初めて会った人がけなしたのは誰をですか？,for-the-ﬁrst-time saw person-Nom criticized NL-Top who-Acc be Q,‘Who was it that a person who saw e for the ﬁrst time criticized t?’,coreference,binding,,weak crossover
221,2011,abe,16,*,太郎が花子が誰を愛しているかと由美子が愛しているか知っている。,太郎が花子が誰を愛しているかと由美子が愛しているか知っている。,Taro-Top Hanako-Nom who-Acc love Q and Yumiko-Nom love Q know,‘lit. Taroo knows [Q Hanako loves who] and [Q Yumiko loves e]’,,,,太郎が花子が誰を愛しているかと由美子が誰を愛しているか知っている。,Taro-Top Hanako-Nom who-Acc love Q and Yumiko-Nom who-Acc love Q know,‘lit. Taroo knows [Q Hanako loves who] and [Q Yumiko loves who]’,acceptability,ellipsis,,nominal ellipsis
222,2011,abe,44,?*,初めて会った人がメアリーがけなしたと言ったのは誰をですか？,初めて会った人がメアリーがけなしたと言ったのは誰をですか？,for-the-first-time saw person-Nom -Nom criticized Comp said NL-Top who-Acc be Q,‘Who was it that a person who saw e for the first time said that Mary criticized t?’,37,g,初めて会った人がけなしたのは誰をですか？,初めて会った人がけなしたのは誰をですか？,for-the-ﬁrst-time saw person-Nom criticized NL-Top who-Acc be Q,‘Who was it that a person who saw e for the ﬁrst time criticized t?’,acceptability,ellipsis,,parasitic-gap
223,2011,abe,45,?*,誰を初めて会った人がメアリーがけなしたと言ったの？,誰を初めて会った人がメアリーがけなしたと言ったの？,who -Acc for-the-first-time saw person-Nom -Nom criticized Comp said,‘Who did a person who saw e for the first time say that Mary criticized t?’,37,g,初めて会った人がけなしたのは誰をですか？,初めて会った人がけなしたのは誰をですか？,for-the-ﬁrst-time saw person-Nom criticized NL-Top who-Acc be Q,‘Who was it that a person who saw e for the ﬁrst time criticized t?’,acceptability,ellipsis,,parasitic-gap
224,2011,abe,46b,?*,ジョンとビルをお互いの母親が先生がけなしたと言った。,ジョンとビルをお互いの母親が先生がけなしたと言った。,John-and-Bill-Acc each other-Gen mother-Nom teacher-Nom criticized Comp said,"‘John and Bill, each other’s mothers said that the teacher criticized t.’",46a,?,ジョンとビルをお互いの母親がけなした。,ジョンとビルをお互いの母親がけなした。,John-and-Bill-Acc each other-Gen mother-Nom criticized,"‘John and Bill, each other’s mothers criticized t.’",coreference,binding,,anaphor
